applicant_income,coapplicant_income,loan_amount,loan_term_months,credit_history,dependents,employment_status,property_area,approved
2347.0,0.0,147000.0,180,0,1,self_employed,urban,0
3694.0,1996.0,128000.0,360,0,0,self_employed,semiurban,1
3340.0,1466.0,146000.0,180,1,1,unemployed,semiurban,0
9748.0,0.0,149000.0,300,1,0,unemployed,semiurban,1
3488.0,1733.0,214000.0,240,0,0,unemployed,urban,1
6830.0,701.0,107000.0,240,0,0,salaried,urban,0
3377.0,0.0,117000.0,120,0,2,salaried,rural,0
3728.0,0.0,166000.0,360,0,3,salaried,urban,0
4135.0,0.0,87000.0,360,0,0,salaried,semiurban,0
8883.0,892.0,60000.0,360,1,0,salaried,rural,1
1817.0,2465.0,136000.0,300,1,3,self_employed,urban,0
2422.0,0.0,99000.0,360,0,0,salaried,urban,0
1766.0,0.0,63000.0,360,1,2,salaried,semiurban,0
2714.0,2716.0,137000.0,360,1,1,salaried,urban,0
3116.0,0.0,208000.0,300,1,2,salaried,semiurban,0
2085.0,300.0,52000.0,120,1,0,salaried,semiurban,0
3239.0,0.0,173000.0,360,0,0,self_employed,semiurban,0
1707.0,0.0,35000.0,360,0,0,salaried,urban,0
2810.0,0.0,91000.0,180,1,0,self_employed,semiurban,0
8520.0,0.0,250000.0,360,1,0,salaried,semiurban,1
5720.0,770.0,94000.0,360,1,3,salaried,urban,1
5134.0,0.0,114000.0,180,0,0,salaried,semiurban,0
2832.0,668.0,154000.0,360,1,0,self_employed,rural,0
2169.0,0.0,50000.0,240,1,0,self_employed,semiurban,0
2645.0,0.0,113000.0,120,1,0,salaried,semiurban,0
4575.0,2554.0,112000.0,360,1,1,unemployed,urban,1
7216.0,2245.0,252000.0,360,1,0,salaried,urban,1
7341.0,5252.0,63000.0,360,1,2,self_employed,urban,1
6408.0,4665.0,92000.0,360,1,2,salaried,urban,1
3233.0,4495.0,72000.0,360,1,0,salaried,rural,1
4733.0,0.0,68000.0,360,1,2,self_employed,urban,1
3981.0,1565.0,181000.0,360,1,0,salaried,rural,1
4228.0,0.0,110000.0,240,1,0,salaried,urban,0
12946.0,0.0,85000.0,360,1,3,salaried,urban,1
1937.0,0.0,86000.0,360,1,2,salaried,urban,0
4157.0,1563.0,85000.0,360,0,0,self_employed,urban,0
8569.0,0.0,88000.0,300,1,0,self_employed,rural,1
2246.0,0.0,62000.0,180,1,0,self_employed,rural,0
3388.0,0.0,97000.0,360,1,1,salaried,rural,1
3588.0,0.0,93000.0,360,1,1,salaried,urban,1
4181.0,0.0,78000.0,300,1,0,salaried,rural,0
2105.0,2809.0,117000.0,360,1,2,salaried,urban,1
6296.0,0.0,122000.0,360,1,1,salaried,rural,1
6523.0,7469.0,85000.0,360,0,0,unemployed,semiurban,0
6028.0,0.0,102000.0,300,1,2,self_employed,urban,1
3025.0,2899.0,288000.0,360,0,1,self_employed,urban,0
4882.0,6845.0,283000.0,180,1,0,salaried,urban,0
2982.0,1459.0,68000.0,240,1,1,salaried,urban,1
3959.0,1878.0,72000.0,360,0,2,salaried,rural,1
13722.0,0.0,68000.0,300,1,3,salaried,rural,1
4904.0,1771.0,176000.0,120,1,0,salaried,rural,1
2582.0,0.0,91000.0,240,1,1,salaried,urban,0
5116.0,3373.0,122000.0,360,1,2,salaried,semiurban,1
2378.0,0.0,268000.0,360,1,3,unemployed,urban,0
2567.0,1646.0,109000.0,300,1,0,salaried,semiurban,1
2778.0,1863.0,150000.0,360,1,1,unemployed,urban,1
3744.0,3405.0,138000.0,360,1,2,salaried,urban,1
7469.0,0.0,84000.0,300,1,0,salaried,semiurban,1
6243.0,0.0,176000.0,360,1,0,salaried,urban,0
6072.0,0.0,74000.0,180,0,1,salaried,semiurban,0
2699.0,574.0,199000.0,360,1,1,salaried,semiurban,1
3567.0,3227.0,84000.0,180,1,1,salaried,urban,1
5356.0,619.0,88000.0,180,0,0,self_employed,rural,0
3415.0,1840.0,67000.0,180,0,2,salaried,semiurban,0
4068.0,0.0,72000.0,180,1,0,salaried,rural,1
5829.0,5442.0,90000.0,360,1,2,salaried,semiurban,1
3927.0,0.0,37000.0,360,1,0,salaried,semiurban,1
5235.0,0.0,98000.0,360,0,0,salaried,semiurban,0
10367.0,2194.0,87000.0,360,1,3,salaried,rural,1
4290.0,1496.0,156000.0,360,1,2,unemployed,semiurban,1
8431.0,697.0,132000.0,240,1,0,self_employed,urban,1
6184.0,2887.0,79000.0,360,1,0,self_employed,urban,1
2245.0,496.0,89000.0,300,1,1,salaried,semiurban,0
2694.0,0.0,98000.0,360,0,3,salaried,urban,1
3082.0,1336.0,213000.0,360,1,0,unemployed,urban,1
3049.0,0.0,75000.0,240,1,3,salaried,urban,0
4469.0,0.0,79000.0,360,0,0,salaried,semiurban,1
6357.0,0.0,66000.0,360,1,1,salaried,urban,1
8757.0,0.0,56000.0,360,1,0,self_employed,semiurban,1
5454.0,365.0,125000.0,180,1,0,self_employed,rural,0
3741.0,2627.0,120000.0,360,0,3,self_employed,rural,0
1651.0,5594.0,194000.0,360,1,0,self_employed,urban,0
4843.0,0.0,174000.0,300,0,3,salaried,semiurban,0
4736.0,0.0,321000.0,360,1,0,unemployed,semiurban,0
5123.0,869.0,106000.0,180,1,0,salaried,semiurban,1
13401.0,1383.0,97000.0,360,1,3,self_employed,semiurban,1
8693.0,7736.0,61000.0,180,1,1,salaried,urban,1
6922.0,741.0,149000.0,240,1,0,unemployed,rural,0
2890.0,0.0,115000.0,240,1,1,salaried,urban,1
3617.0,3865.0,146000.0,360,1,0,salaried,rural,1
4459.0,1478.0,65000.0,360,1,2,salaried,semiurban,1
3173.0,874.0,128000.0,120,0,0,salaried,urban,0
6004.0,5823.0,120000.0,240,1,1,salaried,semiurban,1
5588.0,2759.0,116000.0,360,1,0,self_employed,urban,1
2713.0,0.0,80000.0,360,1,1,salaried,rural,0
8505.0,896.0,186000.0,120,1,3,unemployed,semiurban,0
4920.0,0.0,274000.0,360,0,2,salaried,urban,0
1969.0,1964.0,66000.0,240,0,0,self_employed,urban,0
4557.0,5314.0,151000.0,360,1,0,salaried,semiurban,1
5381.0,3735.0,30000.0,240,0,0,self_employed,urban,1
7604.0,1388.0,147000.0,360,1,2,salaried,rural,1
3949.0,1395.0,47000.0,360,0,0,salaried,semiurban,0
7072.0,5500.0,86000.0,300,0,1,unemployed,semiurban,1
5134.0,0.0,60000.0,360,1,0,salaried,urban,1
2422.0,0.0,99000.0,360,1,3,salaried,semiurban,0
2304.0,0.0,159000.0,360,0,1,self_employed,rural,0
8195.0,1836.0,47000.0,360,1,1,self_employed,urban,1
8501.0,0.0,93000.0,360,1,2,salaried,urban,1
5494.0,0.0,87000.0,360,1,3,salaried,urban,1
9876.0,777.0,222000.0,120,1,1,self_employed,urban,0
7929.0,1442.0,132000.0,120,1,2,self_employed,semiurban,0
6580.0,1143.0,64000.0,240,1,1,unemployed,semiurban,0
2964.0,0.0,88000.0,360,1,0,salaried,semiurban,1
11111.0,1901.0,220000.0,240,1,0,self_employed,urban,1
6113.0,982.0,150000.0,240,1,1,salaried,urban,0
3855.0,0.0,72000.0,360,1,1,unemployed,urban,1
3347.0,2822.0,97000.0,240,1,0,salaried,rural,0
5316.0,0.0,98000.0,300,1,0,self_employed,semiurban,1
2027.0,0.0,86000.0,360,1,1,salaried,urban,0
6633.0,0.0,51000.0,240,1,0,salaried,rural,1
2902.0,0.0,80000.0,360,1,1,self_employed,urban,0
5627.0,1333.0,204000.0,240,1,1,salaried,urban,0
3602.0,0.0,92000.0,360,1,0,self_employed,urban,1
4096.0,0.0,104000.0,360,0,0,salaried,rural,0
3202.0,0.0,116000.0,180,1,0,self_employed,semiurban,0
4313.0,3288.0,296000.0,180,0,0,salaried,semiurban,0
12024.0,3006.0,110000.0,360,1,1,salaried,urban,1
9344.0,4859.0,178000.0,300,1,1,salaried,urban,1
5582.0,3726.0,83000.0,240,1,2,salaried,semiurban,1
4616.0,0.0,97000.0,360,1,0,salaried,urban,1
7130.0,0.0,110000.0,360,1,1,self_employed,rural,1
8225.0,0.0,77000.0,360,0,0,self_employed,semiurban,0
3087.0,0.0,100000.0,240,0,2,self_employed,semiurban,0
4498.0,686.0,163000.0,240,1,0,salaried,semiurban,0
1880.0,736.0,76000.0,360,0,1,salaried,rural,0
8197.0,2968.0,109000.0,240,1,1,salaried,semiurban,1
13128.0,6232.0,150000.0,240,1,0,self_employed,semiurban,0
4866.0,2282.0,75000.0,180,0,3,self_employed,rural,0
1616.0,4022.0,179000.0,180,1,0,salaried,urban,0
6339.0,494.0,113000.0,360,1,0,self_employed,rural,1
2975.0,0.0,101000.0,240,1,1,salaried,urban,0
3355.0,538.0,44000.0,360,1,1,salaried,semiurban,1
6395.0,3451.0,92000.0,240,1,0,salaried,rural,1
5310.0,677.0,129000.0,300,1,0,salaried,semiurban,0
3663.0,0.0,239000.0,300,1,0,self_employed,semiurban,0
3379.0,0.0,141000.0,360,1,2,self_employed,semiurban,0
4979.0,4202.0,181000.0,360,0,1,salaried,urban,1
3810.0,1788.0,63000.0,360,1,0,salaried,urban,1
2685.0,0.0,103000.0,120,1,0,self_employed,urban,0
3959.0,0.0,189000.0,360,1,2,unemployed,semiurban,0
5540.0,0.0,73000.0,360,1,2,salaried,semiurban,1
4277.0,929.0,168000.0,120,1,0,salaried,urban,0
2306.0,0.0,152000.0,360,1,1,self_employed,rural,0
7666.0,0.0,123000.0,240,0,0,salaried,urban,0
1189.0,3736.0,94000.0,360,1,0,unemployed,semiurban,1
3740.0,0.0,70000.0,360,1,2,salaried,urban,0
3429.0,882.0,243000.0,300,1,2,self_employed,urban,1
5035.0,0.0,145000.0,360,0,0,salaried,semiurban,0
6191.0,1996.0,127000.0,360,1,2,salaried,semiurban,1
8212.0,1425.0,91000.0,360,1,1,self_employed,urban,0
3274.0,0.0,111000.0,360,1,2,salaried,rural,0
6268.0,0.0,117000.0,300,1,2,salaried,rural,1
5156.0,3723.0,131000.0,360,1,1,unemployed,semiurban,0
1987.0,0.0,152000.0,300,1,3,self_employed,rural,0
12092.0,997.0,77000.0,360,1,0,salaried,rural,1
2277.0,1587.0,56000.0,240,1,1,salaried,urban,0
5766.0,0.0,113000.0,360,1,0,salaried,semiurban,0
5682.0,4180.0,50000.0,360,1,2,self_employed,semiurban,1
5366.0,634.0,94000.0,360,1,0,salaried,urban,0
3651.0,0.0,87000.0,360,1,0,salaried,urban,1
7070.0,5139.0,136000.0,360,1,2,self_employed,urban,1
2143.0,878.0,266000.0,360,1,0,unemployed,semiurban,0
4524.0,342.0,45000.0,360,1,0,self_employed,rural,1
3527.0,0.0,304000.0,240,1,0,unemployed,semiurban,0
3332.0,4384.0,98000.0,360,1,1,self_employed,urban,1
5793.0,6087.0,128000.0,300,1,0,self_employed,urban,1
8012.0,0.0,58000.0,360,1,0,self_employed,semiurban,1
3938.0,6812.0,171000.0,360,1,1,salaried,semiurban,1
6907.0,420.0,111000.0,240,1,3,salaried,rural,0
4793.0,0.0,106000.0,360,1,2,salaried,rural,1
2992.0,0.0,46000.0,360,1,0,self_employed,rural,1
4109.0,4477.0,113000.0,360,0,2,salaried,rural,0
4025.0,0.0,160000.0,360,1,2,salaried,rural,0
3300.0,0.0,98000.0,360,1,1,salaried,semiurban,0
5792.0,776.0,185000.0,360,1,1,salaried,urban,0
5257.0,0.0,182000.0,240,0,0,salaried,urban,0
2110.0,0.0,82000.0,180,1,1,self_employed,urban,0
2047.0,0.0,224000.0,360,1,1,self_employed,urban,0
5781.0,0.0,111000.0,240,1,0,salaried,urban,1
3110.0,0.0,112000.0,180,1,0,salaried,rural,0
5437.0,0.0,114000.0,180,1,0,salaried,urban,0
6908.0,0.0,113000.0,300,0,1,self_employed,rural,0
2476.0,0.0,33000.0,360,1,0,self_employed,semiurban,1
2308.0,0.0,100000.0,240,0,1,salaried,semiurban,0
10799.0,0.0,59000.0,240,0,2,self_employed,semiurban,0
5574.0,0.0,227000.0,360,0,0,salaried,urban,0
3791.0,7479.0,223000.0,360,0,0,salaried,semiurban,1
2931.0,4036.0,160000.0,240,1,0,unemployed,urban,0
3622.0,0.0,98000.0,360,1,0,salaried,rural,0
2578.0,1625.0,69000.0,180,1,2,salaried,urban,1
7271.0,0.0,81000.0,360,1,1,salaried,urban,1
3170.0,0.0,261000.0,120,1,2,salaried,semiurban,0
8077.0,0.0,80000.0,360,0,3,unemployed,semiurban,0
3826.0,787.0,38000.0,240,1,0,unemployed,semiurban,1
2775.0,0.0,173000.0,360,1,1,salaried,semiurban,0
3778.0,882.0,214000.0,120,1,0,salaried,urban,0
1259.0,914.0,230000.0,360,1,0,self_employed,semiurban,0
4401.0,6323.0,174000.0,360,1,0,salaried,urban,1
4294.0,2083.0,187000.0,120,1,0,self_employed,urban,0
7061.0,2310.0,112000.0,360,1,1,self_employed,urban,1
1820.0,0.0,43000.0,300,1,1,salaried,urban,1
8358.0,0.0,110000.0,240,0,0,self_employed,urban,0
7047.0,2760.0,144000.0,240,1,0,salaried,semiurban,1
8743.0,2289.0,103000.0,300,1,1,salaried,urban,1
4553.0,442.0,101000.0,240,1,1,salaried,urban,1
7762.0,0.0,71000.0,360,1,1,salaried,semiurban,0
2240.0,0.0,70000.0,360,1,0,self_employed,urban,0
6678.0,4908.0,249000.0,360,1,0,self_employed,semiurban,1
3179.0,1263.0,254000.0,360,1,2,unemployed,rural,0
2047.0,416.0,109000.0,360,1,1,unemployed,semiurban,1
2665.0,0.0,124000.0,300,1,0,salaried,rural,1
4688.0,927.0,70000.0,360,1,0,salaried,urban,1
3096.0,3347.0,146000.0,360,1,0,self_employed,urban,1
5642.0,298.0,241000.0,240,1,1,unemployed,semiurban,0
1893.0,1460.0,55000.0,360,1,0,salaried,semiurban,1
1614.0,5421.0,134000.0,360,0,1,salaried,rural,1
9285.0,2008.0,139000.0,360,1,3,salaried,urban,1
7346.0,0.0,138000.0,360,0,0,salaried,rural,0
2767.0,633.0,228000.0,300,0,0,self_employed,urban,0
4668.0,651.0,273000.0,360,0,0,salaried,urban,0
7783.0,0.0,98000.0,300,0,0,self_employed,urban,0
5765.0,2145.0,148000.0,120,1,3,self_employed,rural,0
5035.0,0.0,113000.0,360,0,3,self_employed,urban,0
8083.0,0.0,82000.0,240,0,0,salaried,rural,0
3244.0,2144.0,123000.0,360,1,2,salaried,semiurban,1
4749.0,0.0,148000.0,360,1,0,self_employed,semiurban,0
4634.0,0.0,120000.0,360,0,1,self_employed,semiurban,0
4079.0,0.0,73000.0,360,1,1,salaried,rural,1
3847.0,2804.0,89000.0,360,1,0,self_employed,urban,1
4849.0,1281.0,89000.0,360,1,1,salaried,urban,1
4756.0,339.0,75000.0,360,1,1,self_employed,semiurban,1
2768.0,0.0,126000.0,360,1,0,salaried,urban,0
6981.0,0.0,132000.0,360,1,3,salaried,urban,1
2869.0,972.0,170000.0,240,1,0,salaried,urban,1
4192.0,1541.0,74000.0,120,0,0,salaried,urban,0
4033.0,3161.0,84000.0,240,1,3,salaried,urban,1
5592.0,5640.0,220000.0,360,1,0,salaried,urban,1
1620.0,0.0,101000.0,240,1,0,salaried,rural,0
7299.0,1505.0,111000.0,360,1,0,self_employed,urban,1
3333.0,0.0,101000.0,360,0,0,salaried,rural,0
8604.0,0.0,182000.0,360,1,0,self_employed,rural,1
3681.0,0.0,185000.0,360,1,0,self_employed,urban,0
4562.0,0.0,180000.0,360,0,1,salaried,semiurban,0
12172.0,2275.0,110000.0,360,1,0,salaried,semiurban,1
4070.0,0.0,74000.0,360,1,2,self_employed,semiurban,0
8686.0,0.0,259000.0,240,1,2,self_employed,urban,1
4767.0,4473.0,160000.0,360,1,0,salaried,urban,1
5754.0,944.0,89000.0,240,0,3,self_employed,urban,0
4841.0,2886.0,207000.0,240,1,2,salaried,semiurban,0
7143.0,1205.0,86000.0,300,1,3,salaried,rural,1
3318.0,2635.0,206000.0,360,1,1,self_employed,semiurban,1
2858.0,3236.0,212000.0,360,0,0,salaried,semiurban,0
3397.0,0.0,72000.0,120,1,0,self_employed,rural,0
4914.0,10777.0,142000.0,360,1,2,salaried,semiurban,1
4186.0,5429.0,155000.0,240,1,1,self_employed,urban,1
6668.0,4555.0,354000.0,240,1,2,salaried,rural,1
8977.0,3412.0,78000.0,300,1,1,salaried,urban,1
2870.0,0.0,208000.0,300,1,0,salaried,urban,0
3239.0,731.0,110000.0,360,1,0,salaried,semiurban,1
2280.0,5214.0,62000.0,120,1,3,self_employed,rural,1
12903.0,998.0,103000.0,240,1,0,salaried,urban,1
5444.0,1346.0,109000.0,120,1,1,salaried,semiurban,0
5943.0,0.0,68000.0,360,1,3,salaried,urban,1
2392.0,0.0,126000.0,360,1,0,salaried,urban,0
4672.0,891.0,168000.0,360,0,0,self_employed,urban,0
6031.0,0.0,121000.0,360,1,1,salaried,semiurban,1
4120.0,2139.0,85000.0,360,1,2,unemployed,rural,0
8005.0,0.0,102000.0,240,1,1,salaried,urban,1
14852.0,0.0,109000.0,180,1,0,self_employed,urban,1
2912.0,22140.0,120000.0,360,1,0,salaried,urban,0
2804.0,0.0,180000.0,240,0,0,salaried,urban,0
3014.0,0.0,123000.0,360,1,0,self_employed,semiurban,0
10437.0,806.0,58000.0,360,1,0,unemployed,semiurban,1
7873.0,0.0,85000.0,300,1,2,self_employed,semiurban,1
4369.0,0.0,118000.0,360,1,0,salaried,urban,0
4761.0,2772.0,181000.0,300,1,2,salaried,semiurban,1
3108.0,0.0,196000.0,180,1,3,self_employed,urban,0
7296.0,0.0,242000.0,360,1,1,salaried,urban,0
3866.0,8018.0,116000.0,360,0,1,self_employed,rural,0
4105.0,1194.0,154000.0,120,1,0,salaried,semiurban,0
6338.0,0.0,57000.0,180,1,1,salaried,rural,1
4256.0,0.0,132000.0,180,0,0,self_employed,rural,0
4157.0,3731.0,67000.0,180,1,0,self_employed,semiurban,1
4700.0,4887.0,106000.0,180,1,1,salaried,rural,0
6958.0,2697.0,427000.0,240,1,0,salaried,urban,0
10649.0,0.0,125000.0,360,0,0,salaried,urban,0
6265.0,0.0,74000.0,360,1,1,salaried,urban,1
6986.0,3800.0,131000.0,360,1,0,salaried,urban,1
4230.0,0.0,86000.0,360,1,0,salaried,urban,0
3282.0,0.0,71000.0,360,1,0,self_employed,urban,0
6483.0,621.0,281000.0,360,1,0,self_employed,semiurban,1
5093.0,1059.0,176000.0,360,1,1,salaried,rural,1
2295.0,0.0,127000.0,360,0,1,salaried,semiurban,0
3968.0,312.0,91000.0,360,1,0,salaried,urban,1
4485.0,2820.0,95000.0,360,1,1,salaried,semiurban,0
3622.0,0.0,218000.0,360,1,3,salaried,urban,1
9807.0,0.0,125000.0,240,1,1,salaried,urban,1
5943.0,1479.0,27000.0,180,1,1,self_employed,urban,1
9289.0,0.0,324000.0,360,1,1,salaried,urban,0
5333.0,0.0,118000.0,180,1,2,salaried,urban,0
4869.0,1415.0,127000.0,240,0,3,salaried,rural,0
2927.0,1239.0,178000.0,120,1,0,self_employed,semiurban,0
4703.0,0.0,135000.0,300,1,0,self_employed,semiurban,0
4706.0,0.0,153000.0,360,0,0,salaried,urban,0
2360.0,1639.0,90000.0,300,1,2,self_employed,rural,1
3570.0,0.0,63000.0,240,0,0,salaried,semiurban,0
3977.0,0.0,124000.0,360,0,2,salaried,urban,0
5749.0,0.0,208000.0,300,1,0,unemployed,semiurban,0
5888.0,0.0,82000.0,360,1,1,salaried,semiurban,0
3496.0,1323.0,79000.0,360,1,0,salaried,semiurban,1
5910.0,606.0,189000.0,120,0,0,salaried,urban,0
4268.0,665.0,89000.0,360,1,0,salaried,semiurban,0
1113.0,0.0,91000.0,120,0,1,self_employed,urban,0
3669.0,0.0,92000.0,360,1,0,salaried,urban,0
8018.0,0.0,106000.0,360,1,0,salaried,urban,1
2016.0,572.0,54000.0,360,1,1,salaried,rural,1
4946.0,0.0,86000.0,240,0,3,salaried,urban,0
10328.0,768.0,121000.0,360,1,2,salaried,urban,0
3196.0,1661.0,121000.0,360,1,1,salaried,urban,1
4680.0,4243.0,184000.0,360,0,0,self_employed,rural,0
2436.0,0.0,250000.0,240,1,2,salaried,semiurban,0
10547.0,1933.0,215000.0,360,1,0,salaried,rural,0
4484.0,0.0,165000.0,240,0,3,salaried,urban,0
4785.0,0.0,102000.0,120,0,2,salaried,urban,0
9202.0,0.0,82000.0,360,1,0,salaried,semiurban,1
6508.0,2233.0,110000.0,360,1,0,salaried,urban,0
3018.0,0.0,142000.0,240,1,1,salaried,rural,0
3382.0,0.0,158000.0,360,1,1,self_employed,rural,0
5988.0,2866.0,144000.0,360,1,1,unemployed,semiurban,1
3422.0,0.0,103000.0,360,1,3,salaried,rural,1
1622.0,0.0,155000.0,360,1,1,salaried,semiurban,0
4552.0,1840.0,192000.0,360,1,0,salaried,urban,1
2230.0,2926.0,162000.0,360,0,1,salaried,semiurban,0
10490.0,3576.0,108000.0,180,1,0,salaried,urban,1
5107.0,2791.0,75000.0,180,1,1,self_employed,rural,1
2973.0,0.0,74000.0,360,0,2,self_employed,urban,0
3297.0,3840.0,80000.0,180,0,0,self_employed,urban,0
1818.0,1084.0,122000.0,300,1,2,salaried,semiurban,1
2698.0,793.0,138000.0,360,0,2,unemployed,urban,0
7771.0,213.0,58000.0,240,1,0,salaried,urban,1
14270.0,1902.0,87000.0,240,1,2,salaried,semiurban,1
6722.0,0.0,122000.0,360,1,2,salaried,urban,0
4465.0,2640.0,73000.0,300,1,0,unemployed,semiurban,0
3767.0,503.0,133000.0,360,1,0,salaried,urban,1
2898.0,0.0,95000.0,180,1,0,self_employed,urban,0
13094.0,0.0,79000.0,360,0,1,salaried,urban,0
4254.0,972.0,112000.0,240,1,0,unemployed,semiurban,0
13465.0,2661.0,130000.0,360,1,0,salaried,rural,1
9384.0,1353.0,74000.0,180,1,3,salaried,urban,1
1958.0,1953.0,98000.0,240,1,1,unemployed,rural,0
3351.0,3031.0,135000.0,360,0,1,salaried,semiurban,0
3346.0,0.0,77000.0,240,1,3,salaried,semiurban,1
4492.0,0.0,52000.0,360,0,0,salaried,semiurban,0
4536.0,1130.0,55000.0,240,1,0,salaried,semiurban,1
20913.0,0.0,90000.0,240,1,1,salaried,rural,1
2728.0,3121.0,60000.0,240,1,0,salaried,semiurban,1
5242.0,978.0,93000.0,360,1,0,salaried,semiurban,1
6363.0,1764.0,231000.0,300,0,2,self_employed,urban,0
4671.0,1525.0,59000.0,240,1,0,salaried,urban,1
4940.0,0.0,96000.0,360,1,1,salaried,semiurban,0
2773.0,986.0,285000.0,300,1,1,salaried,urban,0
4931.0,0.0,131000.0,360,1,1,salaried,urban,0
6037.0,2877.0,92000.0,360,1,0,self_employed,urban,0
5507.0,0.0,102000.0,360,1,0,unemployed,urban,0
6217.0,0.0,132000.0,360,1,2,unemployed,semiurban,1
9474.0,2587.0,234000.0,300,1,3,salaried,semiurban,1
7469.0,4265.0,86000.0,360,0,0,salaried,semiurban,0
4845.0,0.0,78000.0,360,1,0,salaried,urban,1
2602.0,1493.0,59000.0,240,1,1,salaried,semiurban,1
3463.0,1032.0,114000.0,360,0,0,salaried,urban,0
4189.0,0.0,58000.0,360,0,0,self_employed,semiurban,0
5304.0,2377.0,89000.0,360,1,0,salaried,semiurban,0
3681.0,2137.0,72000.0,300,0,0,salaried,semiurban,0
2928.0,1761.0,177000.0,360,0,0,salaried,semiurban,1
2581.0,936.0,87000.0,360,1,0,salaried,rural,0
2048.0,2686.0,130000.0,360,1,2,salaried,semiurban,0
4157.0,2778.0,53000.0,300,1,0,salaried,semiurban,1
2242.0,2300.0,116000.0,300,1,0,self_employed,semiurban,1
2835.0,2160.0,63000.0,300,0,0,salaried,urban,1
3839.0,6474.0,90000.0,180,1,2,salaried,rural,1
2397.0,0.0,295000.0,360,1,0,salaried,urban,0
5653.0,0.0,166000.0,180,0,0,self_employed,urban,0
6769.0,1195.0,103000.0,300,1,1,salaried,rural,1
3552.0,4343.0,460000.0,360,1,1,self_employed,semiurban,0
3757.0,0.0,72000.0,360,0,2,unemployed,urban,0
6116.0,1628.0,184000.0,240,1,0,salaried,urban,1
3271.0,6391.0,55000.0,360,1,0,self_employed,urban,1
3161.0,0.0,98000.0,180,1,0,salaried,semiurban,0
8504.0,1081.0,59000.0,360,0,1,unemployed,urban,0
7274.0,0.0,122000.0,180,1,0,salaried,rural,0
6316.0,0.0,112000.0,360,1,0,unemployed,rural,0
7427.0,0.0,95000.0,360,1,0,salaried,semiurban,1
1740.0,953.0,178000.0,300,0,3,salaried,semiurban,0
9200.0,1813.0,85000.0,360,1,0,salaried,urban,1
5688.0,2304.0,126000.0,240,1,0,self_employed,urban,1
7750.0,0.0,158000.0,360,0,3,salaried,semiurban,0
5674.0,0.0,56000.0,180,1,1,salaried,urban,1
4791.0,0.0,78000.0,360,1,1,self_employed,urban,0
4074.0,1914.0,112000.0,360,1,1,self_employed,urban,1
5617.0,0.0,145000.0,360,1,0,salaried,urban,1
4000.0,1547.0,207000.0,180,1,2,salaried,semiurban,0
7215.0,0.0,99000.0,360,1,0,salaried,semiurban,1
2115.0,622.0,95000.0,360,1,3,self_employed,rural,0
3566.0,1455.0,74000.0,240,1,0,salaried,semiurban,1
12996.0,4164.0,127000.0,360,0,1,self_employed,rural,1
3419.0,0.0,95000.0,180,1,1,salaried,urban,0
4149.0,1163.0,96000.0,240,0,0,salaried,rural,0
3007.0,1072.0,105000.0,360,1,0,salaried,semiurban,0
5530.0,2973.0,140000.0,180,1,2,salaried,urban,0
3235.0,1292.0,85000.0,240,1,0,self_employed,rural,1
4261.0,0.0,77000.0,360,1,3,salaried,urban,1
7147.0,3690.0,132000.0,360,1,0,salaried,urban,1
3297.0,1365.0,28000.0,180,1,1,unemployed,urban,1
6935.0,0.0,83000.0,180,0,1,unemployed,urban,0
7052.0,804.0,65000.0,360,1,0,self_employed,urban,1
7923.0,2012.0,187000.0,360,1,1,salaried,semiurban,0
5015.0,542.0,89000.0,360,1,1,salaried,rural,1
23638.0,1623.0,85000.0,360,0,1,self_employed,urban,1
7921.0,754.0,107000.0,360,1,1,salaried,semiurban,1
5500.0,6298.0,83000.0,360,1,1,salaried,urban,1
3017.0,9096.0,91000.0,300,1,0,self_employed,rural,1
4454.0,0.0,114000.0,240,1,0,salaried,urban,1
9539.0,0.0,90000.0,240,1,0,salaried,urban,0
10990.0,0.0,90000.0,180,1,1,unemployed,semiurban,0
9790.0,1609.0,69000.0,300,1,3,salaried,semiurban,1
6923.0,7062.0,65000.0,360,0,0,salaried,rural,0
2495.0,0.0,112000.0,300,1,1,salaried,semiurban,0
5965.0,0.0,125000.0,180,1,0,salaried,rural,0
2513.0,1033.0,57000.0,360,1,1,salaried,urban,1
2222.0,4457.0,154000.0,360,0,1,self_employed,urban,0
5269.0,204.0,154000.0,240,1,1,self_employed,urban,0
6073.0,1466.0,169000.0,360,1,1,salaried,urban,0
7344.0,1935.0,125000.0,360,0,2,salaried,urban,0
5994.0,1258.0,145000.0,360,1,0,self_employed,semiurban,1
6098.0,0.0,292000.0,360,1,1,salaried,urban,0
2857.0,0.0,95000.0,360,1,0,salaried,semiurban,1
4436.0,0.0,68000.0,240,1,3,salaried,semiurban,1
2201.0,8651.0,55000.0,360,1,2,self_employed,semiurban,1
1717.0,0.0,240000.0,180,1,0,salaried,semiurban,0
6770.0,0.0,242000.0,360,1,0,self_employed,urban,0
3208.0,2219.0,72000.0,360,1,0,salaried,urban,0
7232.0,0.0,79000.0,300,0,3,salaried,semiurban,1
8137.0,0.0,94000.0,360,1,0,salaried,semiurban,1
3430.0,0.0,189000.0,240,0,1,salaried,urban,0
6280.0,2312.0,61000.0,180,1,0,salaried,urban,0
3359.0,0.0,45000.0,360,0,1,salaried,semiurban,0
1858.0,1696.0,289000.0,180,0,1,salaried,semiurban,0
